order_date;registered_date;user_id;SKU;Quantity
10-Nov-17;9-Nov-17;81354;101117;1
10-Nov-17;10-Nov-17;81356;101117;1
10-Nov-17;10-Nov-17;81357;101117;2
10-Nov-17;10-Nov-17;81358;101117;1
10-Nov-17;10-Nov-17;81359;101117;1
10-Nov-17;10-Nov-17;81360;101117;1
10-Nov-17;10-Nov-17;81361;101117;1
10-Nov-17;10-Nov-17;81362;101117;1
10-Nov-17;10-Nov-17;81363;101117;1
11-Nov-17;11-Nov-17;81364;131117;1
13-Nov-17;12-Nov-17;81366;131117;1
13-Nov-17;13-Nov-17;81367;131117;1
13-Nov-17;13-Nov-17;81368;131117;1
13-Nov-17;30-Oct-17;81282;131117;1
13-Nov-17;13-Nov-17;81369;131117;1
13-Nov-17;2-Nov-17;81323;131117;1
13-Nov-17;26-Oct-17;81265;151117;1
14-Nov-17;28-Sep-17;81053;141117;1
14-Nov-17;13-Nov-17;81373;141117;1
14-Nov-17;13-Nov-17;81374;141117;1
14-Nov-17;29-Sep-17;81069;141117;1
14-Nov-17;5-Sep-17;80893;141117;1
14-Nov-17;8-Nov-17;81345;151117;1
14-Nov-17;14-Nov-17;81376;151117;1
14-Nov-17;14-Nov-17;81378;151117;1
14-Nov-17;14-Nov-17;81380;151117;1
14-Nov-17;14-Nov-17;81377;151117;1
14-Nov-17;14-Nov-17;81379;151117;1
14-Nov-17;14-Nov-17;81382;151117;1
15-Nov-17;14-Nov-17;81383;151117;1
15-Nov-17;15-Nov-17;81384;151117;1
15-Nov-17;15-Nov-17;81385;151117;1
15-Nov-17;15-Nov-17;81386;151117;2
15-Nov-17;13-Nov-17;81370;151117;1
15-Nov-17;15-Nov-17;81388;151117;1
15-Nov-17;15-Nov-17;81387;151117;1
15-Nov-17;15-Nov-17;81389;161117;1
15-Nov-17;15-Nov-17;81390;281117;1
15-Nov-17;15-Nov-17;81391;161117;1
